"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"CNPJ ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004524641123798645";"2,20";"02/06/2025";"452464";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004523781589679625";"2,20";"02/06/2025";"452378";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004523801661149494";"2,20";"02/06/2025";"452380";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004523881545227474";"2,20";"02/06/2025";"452388";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004525131911682923";"2,20";"02/06/2025";"452513";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004523961757371481";"2,20";"02/06/2025";"452396";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004524681009503789";"2,20";"02/06/2025";"452468";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004522961761260880";"2,20";"02/06/2025";"452296";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004522761434204445";"2,20";"02/06/2025";"452276";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004523001387361958";"2,20";"02/06/2025";"452300";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"BRF S.A.";"01.838.723/0438-70";"UBERLANDIA";"31250601838723043870550010008725701148509409";"2,61";"02/06/2025";"872570";"1";
"Ministério da Defesa";"Fundo do Exército";"09.632.026/0002-08";"INOVE SERVICOS TERCEIRIZADOS LTDA";"25.245.628/0001-88";"CAMPO GRANDE";"50250625245628000188550010000014831188103666";"2,85";"02/06/2025";"1483";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"SEARA ALIMENTOS LTDA";"02.914.460/0018-07";"SEARA";"42250602914460001807550010011049611382334124";"3,00";"02/06/2025";"1104961";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299661952540745";"3,00";"03/06/2025";"29966";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299451891018084";"3,00";"02/06/2025";"29945";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299511950825774";"3,00";"03/06/2025";"29951";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"PASTER OVOS INDUSTRIA E COMERCIO LTDA";"07.762.338/0001-20";"CHAPECO";"42250607762338000120550010001265961092411701";"3,00";"02/06/2025";"126596";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"AGROINDUSTRIAL IRMAOS DALLA COSTA S.A.";"07.851.247/0001-60";"RANCHARIA";"35250607851247000160550010000968981009705188";"3,00";"02/06/2025";"96898";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299401888431433";"3,00";"02/06/2025";"29940";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004525641459201631";"3,00";"02/06/2025";"452564";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004525231789630800";"3,00";"02/06/2025";"452523";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"AGROINDUSTRIAL IRMAOS DALLA COSTA S.A.";"07.851.247/0001-60";"RANCHARIA";"35250607851247000160550010000969011009708290";"3,00";"02/06/2025";"96901";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004525191237517483";"3,20";"02/06/2025";"452519";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004524141571053099";"3,20";"02/06/2025";"452414";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"SEARA ALIMENTOS LTDA";"02.914.460/0259-00";"GUAPIACU";"35250602914460025900550010003305991644520742";"3,20";"02/06/2025";"330599";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527501545883759";"3,30";"02/06/2025";"452750";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004525051757828283";"3,30";"02/06/2025";"452505";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527461351045739";"3,30";"02/06/2025";"452746";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527441626110094";"3,30";"02/06/2025";"452744";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527481167363892";"3,30";"02/06/2025";"452748";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004525071229255768";"3,30";"02/06/2025";"452507";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004524741788967554";"3,30";"02/06/2025";"452474";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004525541354112845";"3,30";"02/06/2025";"452554";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527741777732212";"3,30";"02/06/2025";"452774";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004524341220960380";"3,30";"02/06/2025";"452434";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0073-08";"BMG FOODS IMPORTACAO E EXPORTACAO LTDA";"10.989.834/0017-92";"JI-PARANA";"11250610989834001792550010000290351000290366";"3,50";"02/06/2025";"29035";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"VIBRA AGROINDUSTRIAL SA";"93.586.303/0023-24";"SOLEDADE";"43250693586303002324550010000754441984077320";"3,50";"02/06/2025";"75444";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"VIBRA AGROINDUSTRIAL SA";"93.586.303/0023-24";"SOLEDADE";"43250693586303002324550010000754431766905127";"3,50";"02/06/2025";"75443";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"ALIMENTOS ESTRELA LTDA";"04.279.743/0004-46";"SAO LUIZ GONZAGA";"43250604279743000446550020001537761001289254";"3,60";"02/06/2025";"153776";"2";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"RIO BRANCO ALIMENTOS S/A";"05.017.780/0011-78";"PATROCINIO";"31250605017780001178550000002989951537208472";"3,98";"02/06/2025";"298995";"0";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299341887809575";"4,00";"02/06/2025";"29934";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0073-08";"LATICINIO TABOADO LTDA";"33.818.671/0001-13";"APARECIDA DO TABOADO";"50250633818671000113550010000003181000049039";"4,00";"02/06/2025";"318";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"NATURAFRIG ALIMENTOS LTDA";"18.626.084/0002-10";"NOVA ANDRADINA";"50250618626084000210550010002466301692992972";"4,02";"02/06/2025";"246630";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"PAMPLONA ALIMENTOS S/A";"85.782.878/0001-89";"RIO DO SUL";"42250685782878000189550010007893111813674775";"4,09";"02/06/2025";"789311";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"COOPERATIVA CENTRAL AURORA ALIMENTOS";"83.310.441/0103-41";"CASTRO";"41250683310441010341550010000310341692051433";"4,49";"02/06/2025";"31034";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"COOPERATIVA CENTRAL AURORA ALIMENTOS";"83.310.441/0103-41";"CASTRO";"41250683310441010341550010000310331706329606";"4,49";"02/06/2025";"31033";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"COOPERATIVA CENTRAL AURORA ALIMENTOS";"83.310.441/0010-08";"SAO MIGUEL DO OESTE";"42250683310441001008550010001568481119130913";"4,73";"02/06/2025";"156848";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"BRF S.A.";"01.838.723/0370-47";"DOIS VIZINHOS";"41250601838723037047550020007723411124424524";"4,87";"02/06/2025";"772341";"2";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"COOPERATIVA CENTRAL AURORA ALIMENTOS";"83.310.441/0066-62";"XAXIM";"42250683310441006662550010002089601208759407";"4,98";"02/06/2025";"208960";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"SEARA ALIMENTOS LTDA";"02.914.460/0265-40";"SAO MIGUEL DO OESTE";"42250602914460026540550010002196811170811055";"5,00";"02/06/2025";"219681";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"LATICINIO FAZENDA DO LIRIO LTDA";"30.903.091/0001-36";"SAO MIGUEL DO OESTE";"42250630903091000136550010000408481000197400";"5,00";"02/06/2025";"40848";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"SEARA ALIMENTOS LTDA";"02.914.460/0265-40";"SAO MIGUEL DO OESTE";"42250602914460026540550010002196841306359657";"5,00";"02/06/2025";"219684";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0068-57";"VARZEA GRANDE";"51250603853896006857552000001995551148164834";"5,00";"02/06/2025";"199555";"200";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"MAIS FRANGO MIRAGUAI LTDA 50";"08.904.113/0001-23";"MIRAGUAI";"43250608904113000123550010008713931008159927";"5,00";"02/06/2025";"871393";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"SEARA ALIMENTOS LTDA";"02.914.460/0198-46";"CARAMBEI";"41250602914460019846550010004372781946976465";"5,00";"02/06/2025";"437278";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"VIBRA AGROINDUSTRIAL SA";"93.586.303/0014-33";"SETE LAGOAS";"31250693586303001433550010005917751395770872";"5,00";"02/06/2025";"591775";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"BMG FOODS IMPORTACAO E EXPORTACAO LTDA";"10.989.834/0017-92";"JI-PARANA";"11250610989834001792550010000290371000290387";"5,04";"02/06/2025";"29037";"1";
"Ministério da Defesa";"Comando do Exército";"09.579.964/0001-00";"ERIMAR INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA";"11.463.608/0001-79";"ASSIS CHATEAUBRIAND";"41250611463608000179550010000167441573530372";"5,13";"02/06/2025";"16744";"1";
"Sem informação";"Sem informação";"00.038.166/0005-20";"ELEVADORES ATLAS SCHINDLER LTDA";"00.028.986/0005-31";"FORTALEZA";"23250600028986000531550010002236311719570170";"5,76";"02/06/2025";"223631";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"FRIGORIFICO ASTRA DO PARANA LTDA";"07.615.913/0002-42";"CRUZEIRO DO OESTE";"41250607615913000242550020001993031001432772";"5,95";"02/06/2025";"199303";"2";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"GONCALVES E TORTOLA SA - (FL 01076)";"85.070.068/0033-87";"PARAISO DO NORTE";"41250685070068003387550020000400661557488905";"6,00";"02/06/2025";"40066";"2";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"RIO BRANCO ALIMENTOS S/A";"05.017.780/0011-78";"PATROCINIO";"31250605017780001178550000002989981588835069";"6,39";"02/06/2025";"298998";"0";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"PAMPLONA ALIMENTOS S/A";"85.782.878/0024-75";"PRESIDENTE GETULIO";"42250685782878002475550010002146541729407215";"6,52";"02/06/2025";"214654";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"COOPERATIVA CENTRAL AURORA ALIMENTOS";"83.310.441/0033-02";"CHAPECO";"42250683310441003302550010004891851397709954";"6,54";"02/06/2025";"489185";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"FRIGOESTRELA S A";"52.645.009/0008-20";"TUPA";"35250652645009000820550040011604511012107110";"7,00";"02/06/2025";"1160451";"4";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0062-47";"FORTUNCERES S A";"52.168.923/0005-84";"MINEIROS";"52250652168923000584550010000038801000116431";"7,00";"02/06/2025";"3880";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0045-46";"BRF S.A.";"01.838.723/0047-00";"LAJEADO";"43250601838723004700550010008551511687463278";"7,13";"02/06/2025";"855151";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"FRIGORIFICO REGIONAL SUDOESTE LTDA";"11.516.163/0001-48";"ITAPETINGA";"29250611516163000148550010000901861586334609";"7,28";"02/06/2025";"90186";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0047-08";"FORTUNCERES S A";"52.168.923/0010-41";"BAGE";"43250652168923001041550010000036601000061792";"7,31";"02/06/2025";"3660";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004520691080586034";"7,60";"02/06/2025";"452069";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0073-08";"MGS FOODS INDUSTRIA E COMERCIO LTDA";"04.029.048/0001-83";"CAMPO GRANDE";"50250604029048000183550010000072661000996929";"7,63";"02/06/2025";"7266";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004520651750286672";"7,70";"02/06/2025";"452065";"1";
